hid,pid,pilabour,sex,age,marital,disabled,educlev,lfs,status1,ind1_c,occ1_c,hilabour,nhhmem,hpopwgt
1959,1.0,32013.755859375,[1]male,54,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,65098.5341796875,[3]3 hh members,5998.84912109375
1959,2.0,21210.59765625,[2]female,56,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[16]education,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",65098.5341796875,[3]3 hh members,5998.84912109375
1971,1.0,18489.375,[1]male,34,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26971.658203125,[4]4 hh members,2730.92138671875
1971,2.0,8482.283203125,[2]female,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26971.658203125,[4]4 hh members,2730.92138671875
1979,1.0,48576.798278808594,[2]female,57,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,141805.5873413086,[4]4 hh members,3095.79345703125
1980,1.0,86518.5859375,[2]female,57,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",91785.7294921875,[3]3 hh members,3296.893798828125
1993,2.0,8223.517578125,[2]female,43,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17619.2822265625,[5]5 hh members,6139.71435546875
2008,1.0,34401.70977783203,[1]male,59,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[4]junior/middle manager,46574.00469970703,[4]4 hh members,1430.090576171875
2008,2.0,12172.294921875,[2]female,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",46574.00469970703,[4]4 hh members,1430.090576171875
2009,1.0,19086.728515625,[2]female,43,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,47154.60546875,[3]3 hh members,3950.82177734375
2009,2.0,18755.279296875,[1]male,47,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[8]transportation and storage,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",47154.60546875,[3]3 hh members,3950.82177734375
2010,2.0,25709.447265625,[2]female,59,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",25709.447265625,[3]3 hh members,2033.5931396484375
2045,2.0,7708.40234375,[2]female,60,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7708.40234375,[2]2 hh members,1017.3143310546875
2047,3.0,15725.8779296875,[1]male,46,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",15725.8779296875,[3]3 hh members,769.4420776367188
2068,2.0,14016.5966796875,[1]male,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26129.2041015625,[4]4 hh members,5966.75927734375
2072,1.0,15771.7451171875,[2]female,45,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",15771.7451171875,[1]1 hh member,9246.3662109375
2089,1.0,11978.1181640625,[2]female,38,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,33927.5048828125,[4]4 hh members,2102.585693359375
2089,2.0,21949.38671875,[1]male,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,33927.5048828125,[4]4 hh members,2102.585693359375
2090,1.0,27851.5234375,[1]male,44,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27851.5234375,[1]1 hh member,2113.3994140625
2104,3.0,11151.564453125,[1]male,37,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",11151.564453125,[3]3 hh members,887.1170043945312
2110,1.0,21158.064453125,[2]female,50,[210]never married/not in union,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[17]human health and social work activities,[4]junior/middle manager,21158.064453125,[1]1 hh member,3685.217041015625
2144,2.0,21074.91796875,[2]female,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[2]office worker,41482.5859375,[4]4 hh members,1797.9422607421875
2189,2.0,16646.443359375,[2]female,40,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,40468.029296875,[4]4 hh members,11499.572265625
2202,1.0,21799.572265625,[2]female,42,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,43083.21484375,[4]4 hh members,13887.9609375
2202,2.0,21283.642578125,[1]male,44,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",43083.21484375,[4]4 hh members,13887.9609375
2235,2.0,36269.28234863281,[1]male,51,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[4]junior/middle manager,36269.28234863281,[4]4 hh members,1439.836669921875
2238,3.0,28590.96875,[1]male,36,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,82653.828125,[5]5 hh members,722.36474609375
2238,4.0,28873.60546875,[2]female,34,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,82653.828125,[5]5 hh members,722.36474609375
2243,1.0,24717.853393554688,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",77527.16198730469,[4]4 hh members,1381.03369140625
2243,2.0,52809.30859375,[2]female,50,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,77527.16198730469,[4]4 hh members,1381.03369140625
2275,1.0,18248.873046875,[1]male,32,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",41578.95703125,[2]2 hh members,8227.416015625
2275,2.0,23330.083984375,[2]female,30,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,41578.95703125,[2]2 hh members,8227.416015625
2288,1.0,23008.4609375,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",39832.994140625,[4]4 hh members,1436.6749267578125
2288,2.0,16824.533203125,[2]female,47,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,39832.994140625,[4]4 hh members,1436.6749267578125
2299,1.0,94269.8671875,[1]male,55,[110]married,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",107798.9306640625,[3]3 hh members,1565.629638671875
2299,2.0,13529.0634765625,[2]female,56,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,107798.9306640625,[3]3 hh members,1565.629638671875
2301,2.0,27035.26971435547,[2]female,39,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",65156.38299560547,[3]3 hh members,7425.90625
2308,1.0,10601.669921875,[2]female,49,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",10601.669921875,[1]1 hh member,1710.6751708984375
2313,2.0,22194.697265625,[1]male,33,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",43209.2734375,[3]3 hh members,2216.65478515625
2320,1.0,49108.03234863281,[1]male,54,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing",[2]office worker,80664.85070800781,[4]4 hh members,7471.42529296875
2320,2.0,31556.818359375,[2]female,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[4]junior/middle manager,80664.85070800781,[4]4 hh members,7471.42529296875
2324,1.0,36577.54296875,[2]female,59,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[4]junior/middle manager,36577.54296875,[1]1 hh member,519.3807983398438
2327,1.0,11746.583984375,[2]female,52,[110]married,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[16]education,[2]office worker,105370.65795898438,[5]5 hh members,3700.494140625
2327,2.0,93624.07397460938,[1]male,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[4]junior/middle manager,105370.65795898438,[5]5 hh members,3700.494140625
2345,1.0,8168.703125,[1]male,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",24007.935546875,[2]2 hh members,3528.77294921875
2345,2.0,15839.232421875,[2]female,37,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",24007.935546875,[2]2 hh members,3528.77294921875
2359,1.0,19714.103515625,[2]female,32,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,44487.44921875,[3]3 hh members,1565.68212890625
2359,2.0,24773.345703125,[1]male,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",44487.44921875,[3]3 hh members,1565.68212890625
2363,1.0,22110.4765625,[2]female,43,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[5]water supply; sewerage, waste management and remediation activities",[2]office worker,22110.4765625,[3]3 hh members,1941.9451904296875
2379,1.0,18003.283203125,[1]male,30,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18003.283203125,[1]1 hh member,10342.802734375
2401,1.0,15302.7763671875,[2]female,50,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[2]office worker,15302.7763671875,[1]1 hh member,3670.952880859375
2431,1.0,4045.826904296875,[2]female,47,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",4045.826904296875,[2]2 hh members,8742.05078125
2443,1.0,17055.595703125,[1]male,50,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[5]water supply; sewerage, waste management and remediation activities","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17055.595703125,[3]3 hh members,704.88720703125
2455,4.0,24013.84765625,[1]male,32,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",63700.306640625,[4]4 hh members,5742.201171875
2477,1.0,9313.388671875,[1]male,60,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",9313.388671875,[2]2 hh members,1119.357421875
2486,3.0,22263.3125,[2]female,40,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,22263.3125,[3]3 hh members,2952.848388671875
2493,2.0,5627.4619140625,[2]female,50,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[120]non regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",46865.3486328125,[4]4 hh members,8329.0576171875
2506,2.0,16595.015625,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",16595.015625,[4]4 hh members,6017.99462890625
2529,1.0,5229.3134765625,[2]female,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",5229.3134765625,[4]4 hh members,12177.1953125
2555,1.0,877.7782592773438,[1]male,57,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[120]non regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",2903.6657104492188,[2]2 hh members,969.8192749023438
2555,2.0,2025.887451171875,[2]female,31,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",2903.6657104492188,[2]2 hh members,969.8192749023438
2561,1.0,16300.6015625,[2]female,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,35943.947265625,[5]5 hh members,1385.4100341796875
2561,2.0,19643.345703125,[1]male,42,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",35943.947265625,[5]5 hh members,1385.4100341796875
2579,1.0,11871.9482421875,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",31831.6494140625,[5]5 hh members,6095.22021484375
2579,2.0,19959.701171875,[2]female,40,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",31831.6494140625,[5]5 hh members,6095.22021484375
2604,1.0,10318.740234375,[1]male,43,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",10318.740234375,[3]3 hh members,2027.3878173828125
2606,1.0,30427.908203125,[2]female,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",67905.74609375,[4]4 hh members,1258.2935791015625
2606,2.0,30842.625,[1]male,56,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[8]transportation and storage,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",67905.74609375,[4]4 hh members,1258.2935791015625
2622,2.0,42901.2890625,[1]male,46,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42901.2890625,[4]4 hh members,1836.3560791015625
2623,2.0,36375.9140625,[1]male,56,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",36375.9140625,[2]2 hh members,1539.6439208984375
2628,2.0,23907.642578125,[2]female,57,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing",[2]office worker,105556.197265625,[4]4 hh members,3874.281494140625
2628,3.0,23999.787109375,[2]female,30,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,105556.197265625,[4]4 hh members,3874.281494140625
2629,1.0,30275.6640625,[2]female,56,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,30275.6640625,[1]1 hh member,3329.300048828125
2711,3.0,28660.42578125,[2]female,33,[210]never married/not in union,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,60426.35546875,[3]3 hh members,847.3934326171875
2746,1.0,11519.7119140625,[2]female,45,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27928.8232421875,[4]4 hh members,13887.9609375
2746,2.0,16409.111328125,[1]male,42,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27928.8232421875,[4]4 hh members,13887.9609375
2751,2.0,50471.6328125,[1]male,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,107087.34326171875,[4]4 hh members,4457.60693359375
2751,3.0,23313.1015625,[2]female,55,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,107087.34326171875,[4]4 hh members,4457.60693359375
2751,4.0,26199.208984375,[1]male,31,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",107087.34326171875,[4]4 hh members,4457.60693359375
2761,1.0,20304.693359375,[2]female,42,[210]never married/not in union,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",20304.693359375,[3]3 hh members,1814.4908447265625
2767,1.0,28238.15625,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",28238.15625,[4]4 hh members,767.2176513671875
2777,1.0,33946.678955078125,[2]female,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,65872.32153320312,[4]4 hh members,2107.726318359375
2777,2.0,31925.642578125,[1]male,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",65872.32153320312,[4]4 hh members,2107.726318359375
2780,1.0,6807.7978515625,[2]female,46,[210]never married/not in union,[1]disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,6807.7978515625,[1]1 hh member,2487.65771484375
2801,1.0,26676.7890625,[1]male,47,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",53611.048828125,[4]4 hh members,1127.5870361328125
2801,2.0,26934.259765625,[2]female,43,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",53611.048828125,[4]4 hh members,1127.5870361328125
2825,2.0,15190.2822265625,[1]male,49,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22087.8505859375,[3]3 hh members,1171.8890380859375
2867,1.0,13103.04296875,[2]female,44,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,42629.328125,[4]4 hh members,3744.16796875
2867,2.0,29526.28515625,[1]male,40,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42629.328125,[4]4 hh members,3744.16796875
2870,1.0,22842.10546875,[1]male,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",57198.6142578125,[5]5 hh members,4575.3095703125
2870,2.0,18076.951171875,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",57198.6142578125,[5]5 hh members,4575.3095703125
2894,2.0,66228.0,[1]male,35,[110]married,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[4]junior/middle manager,66228.0,[3]3 hh members,3645.594482421875
2896,1.0,4682.28369140625,[1]male,42,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[120]non regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",4682.28369140625,[5]5 hh members,1361.96875
2921,1.0,47379.03125,[2]female,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[4]junior/middle manager,112656.53515625,[3]3 hh members,981.6849975585938
2921,2.0,65277.50390625,[1]male,59,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[3]manufacturing,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",112656.53515625,[3]3 hh members,981.6849975585938
2926,1.0,40205.4375,[1]male,41,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,50630.6376953125,[2]2 hh members,556.00390625
2928,2.0,20554.83984375,[1]male,37,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20554.83984375,[4]4 hh members,808.1888427734375
2936,1.0,43056.772033691406,[1]male,51,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,[2]office worker,72409.5786743164,[3]3 hh members,4207.22265625
2970,2.0,5816.375,[2]female,39,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",5816.375,[2]2 hh members,2180.461669921875
3028,1.0,14364.568359375,[1]male,44,[110]married,[0]not disabled,[110]less than primary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14364.568359375,[4]4 hh members,9227.3349609375
3044,2.0,28712.728515625,[2]female,52,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,28712.728515625,[2]2 hh members,1658.798095703125
3075,1.0,46820.5,[1]male,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,46820.5,[4]4 hh members,1791.2965087890625
3109,1.0,19380.425537109375,[2]female,51,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,19380.425537109375,[1]1 hh member,1515.5736083984375
3112,1.0,22511.375,[2]female,47,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,22511.375,[1]1 hh member,2755.171630859375
3276,1.0,17353.44140625,[2]female,30,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17353.44140625,[2]2 hh members,1480.948974609375
3277,1.0,21273.75390625,[2]female,51,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",53868.302734375,[4]4 hh members,872.7735595703125
3277,2.0,22429.380859375,[1]male,53,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",53868.302734375,[4]4 hh members,872.7735595703125
3280,3.0,20582.29296875,[1]male,33,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20582.29296875,[4]4 hh members,536.7669677734375
3324,1.0,36062.4140625,[1]male,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,73780.41808319092,[2]2 hh members,1379.27099609375
3324,2.0,37718.00402069092,[2]female,39,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,73780.41808319092,[2]2 hh members,1379.27099609375
3325,3.0,7671.62060546875,[2]female,31,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,42936.306640625,[4]4 hh members,911.5048217773438
3373,1.0,7108.9501953125,[1]male,35,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7108.9501953125,[1]1 hh member,12672.498046875
3378,2.0,20706.416015625,[1]male,32,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",31700.3203125,[3]3 hh members,4571.3935546875
3443,1.0,61549.97399902344,[1]male,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,85684.673828125,[4]4 hh members,2280.52783203125
3443,2.0,24134.699829101562,[2]female,44,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,85684.673828125,[4]4 hh members,2280.52783203125
3444,1.0,22366.447204589844,[2]female,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,74602.94329833984,[3]3 hh members,1353.7574462890625
